job_id,company,title,visa,f1,total_tokens,prompt_tokens,completion_tokens,timestamp,error
f153c9c4-68f6-456b-ba0b-a1d15bf45a28,airbnb,"Staff Software Engineer, Technical Lead - KV Stores & Caching",False,False,1390,1034,356,2026-02-10T10:36:49.532234,
3d26e710-2baa-481d-9d21-47e9314bb686,spacex,"Production Coordinator, Starship Components Machining - 2nd Shift",False,False,1416,1010,406,2026-02-10T10:36:57.994439,
07ffdb4a-be88-4b57-87c3-984d45bdc850,doordashusa,"Shift Lead, Dashmart",False,False,1617,1103,514,2026-02-10T10:37:08.667140,
30c17919-0684-4493-96f2-f8ef91a4c7f7,testnisc,Service Billing to Financials Support Specialist,False,False,1293,994,299,2026-02-10T10:37:15.088538,
a6fae6cb-2e3f-4213-87ee-bd7e2289da6f,coinbase,Software Engineer,False,False,1344,1071,273,2026-02-10T10:37:21.123701,
036f5511-b313-45c5-a96a-0078f2b3ff2e,flex,"Senior Director, GTM Strategy & Operations",False,False,1340,1016,324,2026-02-10T10:37:28.063779,
0a93378c-11a7-455b-85ee-98ba0c47e77c,spotify,Customer Success Engineer - Experimentation Platform,False,False,1034,643,391,2026-02-10T10:37:35.800255,
ad81c61a-362b-4b34-8d13-a9dc3eabc012,sharkninjaoperatingllc,"Content Creator, FR",False,False,1337,1008,329,2026-02-10T10:37:42.635096,
b47ec7cd-7a36-4a39-93b5-746f4cd7b022,robinhood,"Staff Systems Developer, Compliance & Legal Systems",False,False,1364,974,390,2026-02-10T10:37:50.782311,
640a3cc6-ac2c-4205-91e9-4b30c5731d52,spacex,Build Reliability Engineer (Starship) - Welding,False,False,1365,989,376,2026-02-10T10:37:58.579123,
640c44ab-13a4-491d-94d1-f4f6d99c535a,stripe,"Strategy & Operations Business Partner, Product Sales",False,False,1281,960,321,2026-02-10T10:38:05.385299,
8af844ae-c051-4ae9-be7e-61819b37f268,airbnb,"Senior Specialist, Premium Support (Italian)",False,False,1334,984,350,2026-02-10T10:38:12.674660,
b498b364-8e16-4a5c-84f6-60a36d9001b4,aloyoga,Sales Associate (Part-Time) - Westfield London,False,False,1374,984,390,2026-02-10T10:38:20.737736,
dee2d741-ab22-4069-a87f-a57a6abfcaa7,roblox,"Senior Director of Public Policy, APAC",False,False,1426,993,433,2026-02-10T10:38:29.737960,
bbe87b3c-af15-45d9-a0e4-0f0a158c04f0,spacex,"Software Engineering, Starlink Growth",False,False,1345,1021,324,2026-02-10T10:38:36.629321,
dd5c0183-ec93-4f5d-bae8-cb779a34b884,spacex,Sr. Environmental Health & Safety Engineer (Starship),False,False,1335,990,345,2026-02-10T10:38:43.837285,
ea512949-9e51-45a6-912a-8245786c2d21,accuweather,Forecasting Intern - Wichita - Summer 2026,False,False,1563,1019,544,2026-02-10T10:38:55.015138,
3208c588-854e-433f-81e7-74bac70e9fa7,gitlab,"Commercial Account Executive - Mid Market, DACH",False,False,1326,995,331,2026-02-10T10:39:02.082299,
32096db8-bffa-4cbf-b4ab-e8b16802a6ed,elfbeauty,"Summer Intern, CRM, Naturium",False,False,1153,820,333,2026-02-10T10:39:08.938878,
5f749f89-5a71-43e0-bae4-ecd3444738db,spotify,Fullstack Engineer - Checkout Domain,False,False,948,596,352,2026-02-10T10:39:15.865480,
000508b8-62a7-49a3-9263-73e9ca9cce8e,sharkninjaoperatingllc,Senior Product Design Engineer – Haircare,False,False,1359,1017,342,2026-02-10T10:39:23.185892,
00e02f00-9a87-48ce-b2db-fd5ccc707c0b,okta,"Business Development Representative, West",False,False,1457,1113,344,2026-02-10T10:39:30.510281,
2f45f4cd-3041-4f62-b7ca-74f92e2360f3,twosixtechnologies,Senior Vulnerability Researcher,False,False,1368,1033,335,2026-02-10T10:39:37.665873,
0137ba0d-7800-4cc6-8222-9286b7304ec5,trmlabs,Senior Growth Marketing Manager,False,False,1389,985,404,2026-02-10T10:39:46.096352,
2f469487-dc78-4be6-bdd2-b02c390dbde3,spotify,"Manager, Partner Product and Delivery",False,False,808,496,312,2026-02-10T10:39:52.196885,
314106be-da34-4d2b-8af5-b709c118007b,astranis,Tax Manager,False,False,1361,1028,333,2026-02-10T10:39:59.263981,
2f56ee19-4b0c-4f0b-a630-2a987fea1688,doordashusa,"Senior Associate, Strategic Retail Partnerships",False,False,1348,1032,316,2026-02-10T10:40:06.084285,
2f5e41d5-cb2b-4186-b7a9-454f4111483b,amplitude,"Lead Product Designer, Experiment",False,False,1471,1037,434,2026-02-10T10:40:14.894995,
2f62393a-6205-4f2e-8ba1-08e12665ac44,spacex,"Sr. Launch Engineer, Mechanical Systems (Launch Pads)",False,False,1271,987,284,2026-02-10T10:40:20.949463,
2f62abf7-ccd1-46cf-88fb-510741f592dd,datadog,"Manager I, Engineering - CCM Optimize",False,False,1391,985,406,2026-02-10T10:40:29.416923,
2f6426a4-15da-496f-8041-e6caad7510be,aloyoga,"Sr. Director of Data Analytics, Data Science & AI",False,False,1583,1028,555,2026-02-10T10:40:40.678194,
2f691463-fda2-4fc8-92df-4729fe5854da,scaleai,Senior Revenue Accountant,False,False,1328,996,332,2026-02-10T10:40:47.734570,
773e3ed6-2fbf-4fa5-83cb-8f2722c1ac26,gleanwork,Field GTM Enablement Manager,False,False,1329,1017,312,2026-02-10T10:40:54.474247,
11b04ed2-0939-4f5d-9300-f61e17ca3e84,spacex,"Thin Films Specialist, Silicon Assembly (Starlink)",False,False,1340,1004,336,2026-02-10T10:41:01.613607,
15e01bd2-e9de-4b69-9c8c-016168154d4d,stripe,Crypto Accounting Team Lead,False,False,1312,943,369,2026-02-10T10:41:09.204937,
179469ae-55de-41da-ad63-d9f17848deb5,moloco,"Senior Manager, MCM Revenue Operations",False,False,1425,1019,406,2026-02-10T10:41:17.720780,
26e0a96b-181f-42df-80d3-8db165232776,moloco,Growth Manager,False,False,1427,1017,410,2026-02-10T10:41:25.975259,
397adfe3-08d6-448d-8b2a-2f99cdeebbb7,amplitude,Senior Sales Engineer - Enterprise (Spanish Required),False,False,1541,1023,518,2026-02-10T10:41:36.378819,
9eb91975-d595-4894-b9ba-b950903aa055,aloyoga,Senior Construction Project Manager,False,False,1254,991,263,2026-02-10T10:41:42.019538,
a42c57d2-0b16-485e-813b-161efc1f741a,accuweather,Graphic Design Meteorologist,False,False,1464,1090,374,2026-02-10T10:41:49.993147,
b535f181-8592-49e6-8d3d-641c6b95c442,10xgenomics,Senior Software Engineer,False,False,1436,1000,436,2026-02-10T10:41:59.080535,
c045cc9f-d291-4040-9387-f8a79dc51531,affirm,Marketplace Monetization Manager,False,False,1284,962,322,2026-02-10T10:42:05.937278,
2febaec4-d201-4d80-84f0-7ed0e4356a5c,affirm,Process Excellence Manager,False,False,1304,967,337,2026-02-10T10:42:12.987006,
018da0a9-f3e4-4c46-8106-86e73e36ba82,focusfinancialpartners,Regional Vice President - Business Development,False,False,1353,995,358,2026-02-10T10:42:20.541479,
01dd2b23-e46d-4a24-91af-fa7a9661c391,okta,Site Reliability Engineer Intern (Summer 2026),False,False,1411,1052,359,2026-02-10T10:42:28.046153,
1b4915fa-8675-459e-85b5-674481177010,okta,Talent Management Intern (Summer 2026),False,False,1517,1030,487,2026-02-10T10:42:37.968226,
22a5c56e-4d0a-4005-b60f-a011b59c73c9,sharkninjaoperatingllc,"Director, Canada Strategic Sales & Analytics",False,False,1382,1077,305,2026-02-10T10:42:44.437687,
2c33d20b-3765-40ec-87e7-4c382f1d5ebf,spacex,Silicon Photonics Design Engineer (Silicon Engineering),False,False,1367,1012,355,2026-02-10T10:42:51.937942,
63ea8f95-9565-45fd-98ad-75f767cd669e,spacex,Sr. Hardware / Infrastructure Site Reliability Engineer (Starlink),False,False,1292,987,305,2026-02-10T10:42:58.381976,
97022011-ef36-47ea-8fb8-28f949853327,mthreerecruitingportal,Site Reliability Engineer / Production Support Analyst,False,False,1361,1061,300,2026-02-10T10:43:04.873070,
f153c9c4-68f6-456b-ba0b-a1d15bf45a28,airbnb,"Staff Software Engineer, Technical Lead - KV Stores & Caching",False,False,1398,1034,364,2026-02-10T10:43:12.615686,
3d26e710-2baa-481d-9d21-47e9314bb686,spacex,"Production Coordinator, Starship Components Machining - 2nd Shift",False,False,2241,1010,1231,2026-02-10T10:43:37.046102,
07ffdb4a-be88-4b57-87c3-984d45bdc850,doordashusa,"Shift Lead, Dashmart",False,False,1432,1103,329,2026-02-10T10:43:44.208776,
30c17919-0684-4493-96f2-f8ef91a4c7f7,testnisc,Service Billing to Financials Support Specialist,False,False,1337,994,343,2026-02-10T10:43:51.476076,
a6fae6cb-2e3f-4213-87ee-bd7e2289da6f,coinbase,Software Engineer,False,False,1484,1071,413,2026-02-10T10:44:00.214250,
036f5511-b313-45c5-a96a-0078f2b3ff2e,flex,"Senior Director, GTM Strategy & Operations",False,False,1385,1016,369,2026-02-10T10:44:08.032535,
0a93378c-11a7-455b-85ee-98ba0c47e77c,spotify,Customer Success Engineer - Experimentation Platform,False,False,885,643,242,2026-02-10T10:44:12.945101,
ad81c61a-362b-4b34-8d13-a9dc3eabc012,sharkninjaoperatingllc,"Content Creator, FR",False,False,1296,1008,288,2026-02-10T10:44:19.184513,
b47ec7cd-7a36-4a39-93b5-746f4cd7b022,robinhood,"Staff Systems Developer, Compliance & Legal Systems",False,False,1251,974,277,2026-02-10T10:44:25.171657,
640a3cc6-ac2c-4205-91e9-4b30c5731d52,spacex,Build Reliability Engineer (Starship) - Welding,False,False,1332,989,343,2026-02-10T10:44:32.334979,
640c44ab-13a4-491d-94d1-f4f6d99c535a,stripe,"Strategy & Operations Business Partner, Product Sales",False,False,1247,960,287,2026-02-10T10:44:38.356766,
8af844ae-c051-4ae9-be7e-61819b37f268,airbnb,"Senior Specialist, Premium Support (Italian)",False,False,1300,984,316,2026-02-10T10:44:44.997662,
b498b364-8e16-4a5c-84f6-60a36d9001b4,aloyoga,Sales Associate (Part-Time) - Westfield London,False,False,1315,984,331,2026-02-10T10:44:51.925539,
dee2d741-ab22-4069-a87f-a57a6abfcaa7,roblox,"Senior Director of Public Policy, APAC",False,False,1354,993,361,2026-02-10T10:44:59.521921,
bbe87b3c-af15-45d9-a0e4-0f0a158c04f0,spacex,"Software Engineering, Starlink Growth",False,False,1384,1021,363,2026-02-10T10:45:07.159213,
dd5c0183-ec93-4f5d-bae8-cb779a34b884,spacex,Sr. Environmental Health & Safety Engineer (Starship),False,False,1236,990,246,2026-02-10T10:45:12.476278,
ea512949-9e51-45a6-912a-8245786c2d21,accuweather,Forecasting Intern - Wichita - Summer 2026,False,False,1462,1019,443,2026-02-10T10:45:21.700806,
3208c588-854e-433f-81e7-74bac70e9fa7,gitlab,"Commercial Account Executive - Mid Market, DACH",False,False,1389,995,394,2026-02-10T10:45:29.957828,
32096db8-bffa-4cbf-b4ab-e8b16802a6ed,elfbeauty,"Summer Intern, CRM, Naturium",False,False,1182,820,362,2026-02-10T10:45:37.391883,
5f749f89-5a71-43e0-bae4-ecd3444738db,spotify,Fullstack Engineer - Checkout Domain,False,False,977,596,381,2026-02-10T10:45:44.870054,
000508b8-62a7-49a3-9263-73e9ca9cce8e,sharkninjaoperatingllc,Senior Product Design Engineer – Haircare,False,False,1511,1017,494,2026-02-10T10:45:55.099260,
00e02f00-9a87-48ce-b2db-fd5ccc707c0b,okta,"Business Development Representative, West",False,False,1468,1113,355,2026-02-10T10:46:02.630774,
2f45f4cd-3041-4f62-b7ca-74f92e2360f3,twosixtechnologies,Senior Vulnerability Researcher,False,False,1347,1033,314,2026-02-10T10:46:09.394008,
0137ba0d-7800-4cc6-8222-9286b7304ec5,trmlabs,Senior Growth Marketing Manager,False,False,1334,985,349,2026-02-10T10:46:16.770630,
2f469487-dc78-4be6-bdd2-b02c390dbde3,spotify,"Manager, Partner Product and Delivery",False,False,930,496,434,2026-02-10T10:46:25.184047,
314106be-da34-4d2b-8af5-b709c118007b,astranis,Tax Manager,False,False,1385,1028,357,2026-02-10T10:46:32.748948,
2f56ee19-4b0c-4f0b-a630-2a987fea1688,doordashusa,"Senior Associate, Strategic Retail Partnerships",False,False,1473,1032,441,2026-02-10T10:46:41.943638,
2f5e41d5-cb2b-4186-b7a9-454f4111483b,amplitude,"Lead Product Designer, Experiment",False,False,1433,1037,396,2026-02-10T10:46:50.274216,
2f62393a-6205-4f2e-8ba1-08e12665ac44,spacex,"Sr. Launch Engineer, Mechanical Systems (Launch Pads)",False,False,1314,987,327,2026-02-10T10:46:57.133596,
2f62abf7-ccd1-46cf-88fb-510741f592dd,datadog,"Manager I, Engineering - CCM Optimize",False,False,1339,985,354,2026-02-10T10:47:04.602863,
2f6426a4-15da-496f-8041-e6caad7510be,aloyoga,"Sr. Director of Data Analytics, Data Science & AI",False,False,1416,1028,388,2026-02-10T10:47:12.645051,
2f691463-fda2-4fc8-92df-4729fe5854da,scaleai,Senior Revenue Accountant,False,False,1300,996,304,2026-02-10T10:47:19.168493,
773e3ed6-2fbf-4fa5-83cb-8f2722c1ac26,gleanwork,Field GTM Enablement Manager,False,False,1382,1017,365,2026-02-10T10:47:26.913031,
11b04ed2-0939-4f5d-9300-f61e17ca3e84,spacex,"Thin Films Specialist, Silicon Assembly (Starlink)",False,False,1428,1004,424,2026-02-10T10:47:35.722141,
15e01bd2-e9de-4b69-9c8c-016168154d4d,stripe,Crypto Accounting Team Lead,False,False,1256,943,313,2026-02-10T10:47:42.240241,
179469ae-55de-41da-ad63-d9f17848deb5,moloco,"Senior Manager, MCM Revenue Operations",False,False,1368,1019,349,2026-02-10T10:47:49.665969,
26e0a96b-181f-42df-80d3-8db165232776,moloco,Growth Manager,False,False,1442,1017,425,2026-02-10T10:47:58.169690,
397adfe3-08d6-448d-8b2a-2f99cdeebbb7,amplitude,Senior Sales Engineer - Enterprise (Spanish Required),False,False,1398,1023,375,2026-02-10T10:48:05.838140,
9eb91975-d595-4894-b9ba-b950903aa055,aloyoga,Senior Construction Project Manager,False,False,1345,991,354,2026-02-10T10:48:13.214217,
a42c57d2-0b16-485e-813b-161efc1f741a,accuweather,Graphic Design Meteorologist,False,False,1518,1090,428,2026-02-10T10:48:22.229768,
b535f181-8592-49e6-8d3d-641c6b95c442,10xgenomics,Senior Software Engineer,False,False,1486,1000,486,2026-02-10T10:48:32.277649,
c045cc9f-d291-4040-9387-f8a79dc51531,affirm,Marketplace Monetization Manager,False,False,1318,962,356,2026-02-10T10:48:39.792367,
2febaec4-d201-4d80-84f0-7ed0e4356a5c,affirm,Process Excellence Manager,False,False,1297,967,330,2026-02-10T10:48:46.696059,
018da0a9-f3e4-4c46-8106-86e73e36ba82,focusfinancialpartners,Regional Vice President - Business Development,False,False,1400,995,405,2026-02-10T10:48:55.143231,
01dd2b23-e46d-4a24-91af-fa7a9661c391,okta,Site Reliability Engineer Intern (Summer 2026),False,False,1518,1052,466,2026-02-10T10:49:04.688838,
1b4915fa-8675-459e-85b5-674481177010,okta,Talent Management Intern (Summer 2026),False,False,1406,1030,376,2026-02-10T10:49:12.481576,
22a5c56e-4d0a-4005-b60f-a011b59c73c9,sharkninjaoperatingllc,"Director, Canada Strategic Sales & Analytics",False,False,1482,1077,405,2026-02-10T10:49:20.857810,
2c33d20b-3765-40ec-87e7-4c382f1d5ebf,spacex,Silicon Photonics Design Engineer (Silicon Engineering),False,False,1375,1012,363,2026-02-10T10:49:28.506211,
63ea8f95-9565-45fd-98ad-75f767cd669e,spacex,Sr. Hardware / Infrastructure Site Reliability Engineer (Starlink),False,False,1413,987,426,2026-02-10T10:49:37.259293,
97022011-ef36-47ea-8fb8-28f949853327,mthreerecruitingportal,Site Reliability Engineer / Production Support Analyst,False,False,1384,1061,323,2026-02-10T10:49:44.191563,
f153c9c4-68f6-456b-ba0b-a1d15bf45a28,airbnb,"Staff Software Engineer, Technical Lead - KV Stores & Caching",False,False,1379,1034,345,2026-02-10T10:49:51.491318,
3d26e710-2baa-481d-9d21-47e9314bb686,spacex,"Production Coordinator, Starship Components Machining - 2nd Shift",False,False,1361,1010,351,2026-02-10T10:49:58.908808,
07ffdb4a-be88-4b57-87c3-984d45bdc850,doordashusa,"Shift Lead, Dashmart",False,False,1429,1103,326,2026-02-10T10:50:05.985821,
30c17919-0684-4493-96f2-f8ef91a4c7f7,testnisc,Service Billing to Financials Support Specialist,False,False,1342,994,348,2026-02-10T10:50:13.350544,
a6fae6cb-2e3f-4213-87ee-bd7e2289da6f,coinbase,Software Engineer,False,False,1509,1071,438,2026-02-10T10:50:22.558140,
036f5511-b313-45c5-a96a-0078f2b3ff2e,flex,"Senior Director, GTM Strategy & Operations",False,False,1420,1016,404,2026-02-10T10:50:30.382264,
0a93378c-11a7-455b-85ee-98ba0c47e77c,spotify,Customer Success Engineer - Experimentation Platform,False,False,987,643,344,2026-02-10T10:50:37.225549,
ad81c61a-362b-4b34-8d13-a9dc3eabc012,sharkninjaoperatingllc,"Content Creator, FR",False,False,1323,1008,315,2026-02-10T10:50:43.998047,
b47ec7cd-7a36-4a39-93b5-746f4cd7b022,robinhood,"Staff Systems Developer, Compliance & Legal Systems",False,False,1218,974,244,2026-02-10T10:50:49.354030,
640a3cc6-ac2c-4205-91e9-4b30c5731d52,spacex,Build Reliability Engineer (Starship) - Welding,False,False,1433,989,444,2026-02-10T10:50:58.455476,
640c44ab-13a4-491d-94d1-f4f6d99c535a,stripe,"Strategy & Operations Business Partner, Product Sales",False,False,1543,960,583,2026-02-10T10:51:10.156619,
8af844ae-c051-4ae9-be7e-61819b37f268,airbnb,"Senior Specialist, Premium Support (Italian)",False,False,1555,984,571,2026-02-10T10:51:21.701859,
b498b364-8e16-4a5c-84f6-60a36d9001b4,aloyoga,Sales Associate (Part-Time) - Westfield London,False,False,1347,984,363,2026-02-10T10:51:29.246321,
dee2d741-ab22-4069-a87f-a57a6abfcaa7,roblox,"Senior Director of Public Policy, APAC",False,False,1259,993,266,2026-02-10T10:51:35.046537,
bbe87b3c-af15-45d9-a0e4-0f0a158c04f0,spacex,"Software Engineering, Starlink Growth",False,False,1492,1021,471,2026-02-10T10:51:44.760756,
dd5c0183-ec93-4f5d-bae8-cb779a34b884,spacex,Sr. Environmental Health & Safety Engineer (Starship),False,False,1379,990,389,2026-02-10T10:51:52.819029,
ea512949-9e51-45a6-912a-8245786c2d21,accuweather,Forecasting Intern - Wichita - Summer 2026,False,False,1541,1019,522,2026-02-10T10:52:03.570137,
3208c588-854e-433f-81e7-74bac70e9fa7,gitlab,"Commercial Account Executive - Mid Market, DACH",False,False,1459,995,464,2026-02-10T10:52:13.174321,
32096db8-bffa-4cbf-b4ab-e8b16802a6ed,elfbeauty,"Summer Intern, CRM, Naturium",False,False,1135,820,315,2026-02-10T10:52:19.681799,
5f749f89-5a71-43e0-bae4-ecd3444738db,spotify,Fullstack Engineer - Checkout Domain,False,False,916,596,320,2026-02-10T10:52:26.009025,
000508b8-62a7-49a3-9263-73e9ca9cce8e,sharkninjaoperatingllc,Senior Product Design Engineer – Haircare,False,False,1429,1017,412,2026-02-10T10:52:34.663960,
00e02f00-9a87-48ce-b2db-fd5ccc707c0b,okta,"Business Development Representative, West",False,False,1469,1113,356,2026-02-10T10:52:42.208553,
2f45f4cd-3041-4f62-b7ca-74f92e2360f3,twosixtechnologies,Senior Vulnerability Researcher,False,False,1564,1033,531,2026-02-10T10:52:53.140381,
0137ba0d-7800-4cc6-8222-9286b7304ec5,trmlabs,Senior Growth Marketing Manager,False,False,1373,985,388,2026-02-10T10:53:01.262347,
2f469487-dc78-4be6-bdd2-b02c390dbde3,spotify,"Manager, Partner Product and Delivery",False,False,756,496,260,2026-02-10T10:53:06.374627,
314106be-da34-4d2b-8af5-b709c118007b,astranis,Tax Manager,False,False,1407,1028,379,2026-02-10T10:53:14.336089,
2f56ee19-4b0c-4f0b-a630-2a987fea1688,doordashusa,"Senior Associate, Strategic Retail Partnerships",False,False,1449,1032,417,2026-02-10T10:53:23.079095,
2f5e41d5-cb2b-4186-b7a9-454f4111483b,amplitude,"Lead Product Designer, Experiment",False,False,1356,1037,319,2026-02-10T10:53:29.939188,
2f62393a-6205-4f2e-8ba1-08e12665ac44,spacex,"Sr. Launch Engineer, Mechanical Systems (Launch Pads)",False,False,1361,987,374,2026-02-10T10:53:37.708268,
2f62abf7-ccd1-46cf-88fb-510741f592dd,datadog,"Manager I, Engineering - CCM Optimize",False,False,1270,985,285,2026-02-10T10:53:43.863353,
2f6426a4-15da-496f-8041-e6caad7510be,aloyoga,"Sr. Director of Data Analytics, Data Science & AI",False,False,1442,1028,414,2026-02-10T10:53:52.409940,
2f691463-fda2-4fc8-92df-4729fe5854da,scaleai,Senior Revenue Accountant,False,False,1356,996,360,2026-02-10T10:54:00.000379,
773e3ed6-2fbf-4fa5-83cb-8f2722c1ac26,gleanwork,Field GTM Enablement Manager,False,False,1506,1017,489,2026-02-10T10:54:10.132678,
11b04ed2-0939-4f5d-9300-f61e17ca3e84,spacex,"Thin Films Specialist, Silicon Assembly (Starlink)",False,False,1316,1004,312,2026-02-10T10:54:16.801483,
15e01bd2-e9de-4b69-9c8c-016168154d4d,stripe,Crypto Accounting Team Lead,False,False,1390,943,447,2026-02-10T10:54:25.879894,
179469ae-55de-41da-ad63-d9f17848deb5,moloco,"Senior Manager, MCM Revenue Operations",False,False,1406,1019,387,2026-02-10T10:54:34.040144,
26e0a96b-181f-42df-80d3-8db165232776,moloco,Growth Manager,False,False,1371,1017,354,2026-02-10T10:54:41.164048,
397adfe3-08d6-448d-8b2a-2f99cdeebbb7,amplitude,Senior Sales Engineer - Enterprise (Spanish Required),False,False,1335,1023,312,2026-02-10T10:54:47.616262,
9eb91975-d595-4894-b9ba-b950903aa055,aloyoga,Senior Construction Project Manager,False,False,1410,991,419,2026-02-10T10:54:56.238886,
a42c57d2-0b16-485e-813b-161efc1f741a,accuweather,Graphic Design Meteorologist,False,False,1421,1090,331,2026-02-10T10:55:03.387984,
b535f181-8592-49e6-8d3d-641c6b95c442,10xgenomics,Senior Software Engineer,False,False,1387,1000,387,2026-02-10T10:55:11.529982,
c045cc9f-d291-4040-9387-f8a79dc51531,affirm,Marketplace Monetization Manager,False,False,1273,962,311,2026-02-10T10:55:18.166900,
2febaec4-d201-4d80-84f0-7ed0e4356a5c,affirm,Process Excellence Manager,False,False,1327,967,360,2026-02-10T10:55:25.645341,
018da0a9-f3e4-4c46-8106-86e73e36ba82,focusfinancialpartners,Regional Vice President - Business Development,False,False,1299,995,304,2026-02-10T10:55:32.167299,
01dd2b23-e46d-4a24-91af-fa7a9661c391,okta,Site Reliability Engineer Intern (Summer 2026),False,False,1410,1052,358,2026-02-10T10:55:39.623988,
1b4915fa-8675-459e-85b5-674481177010,okta,Talent Management Intern (Summer 2026),False,False,1574,1030,544,2026-02-10T10:55:50.654666,
22a5c56e-4d0a-4005-b60f-a011b59c73c9,sharkninjaoperatingllc,"Director, Canada Strategic Sales & Analytics",False,False,1516,1077,439,2026-02-10T10:55:59.698090,
2c33d20b-3765-40ec-87e7-4c382f1d5ebf,spacex,Silicon Photonics Design Engineer (Silicon Engineering),False,False,1481,1012,469,2026-02-10T10:56:09.379178,
